ProductID,ProductName,Category,Price,Barcode
136,Nestle Sanitizer 1339g,Personal Care,2418,890100000136
137,Daily Milk Soap 1496g,Household,3700,890100000137
138,Dairy Fresh Maize 1682g,Grains & Rice,512,890100000138
139,Happy Farm Cookies 1063g,Snacks,222,890100000139
140,Nestle Corn Flour 993g,Grains & Rice,3603,890100000140
141,Nestle Oats 234g,Grains & Rice,50,890100000141
142,Chase Up Sanitizer 193g,Personal Care,2032,890100000142
143,Gujranwala Chocolate 594g,Snacks,65,890100000143
144,Chase Up Tea 1869ml,Beverages,1456,890100000144
145,Nestle Biscuits 752g,Snacks,1171,890100000145
146,Sunflower Cheese 773ml,Dairy,4876,890100000146
147,Nestle Cleaning Powder 429g,Household,3620,890100000147
148,Chase Up Soap 991g,Personal Care,4295,890100000148
149,Happy Farm Shampoo 1824g,Personal Care,415,890100000149
150,Gujranwala Yogurt 149ml,Dairy,1734,890100000150
151,Chase Up Yogurt 506ml,Dairy,2020,890100000151
152,Sunflower Oats 444g,Grains & Rice,4925,890100000152
153,Nestle Soap 1647g,Household,2547,890100000153
154,Daily Milk Soft Drink 1586ml,Beverages,2299,890100000154
155,Gujranwala Chips 233g,Snacks,1789,890100000155
156,Happy Farm Hand Wash 537g,Household,3137,890100000156
157,Nestle Coffee 1404ml,Beverages,64,890100000157
158,Nestle Corn Flour 397g,Grains & Rice,1112,890100000158
159,Chase Up Toothpaste 1345g,Personal Care,4051,890100000159
160,Nestle Cookies 1399g,Snacks,1177,890100000160
161,Nature's Best Chocolate 183g,Snacks,2145,890100000161
162,Dairy Fresh Hand Wash 148g,Household,2565,890100000162
163,Sunflower Chips 991g,Snacks,2033,890100000163
164,Dairy Fresh Milk Powder 875ml,Dairy,2033,890100000164
165,Daily Milk Hand Wash 1074g,Household,2166,890100000165
166,Gujranwala Tea 741ml,Beverages,4410,890100000166
167,Dairy Fresh Lotion 243g,Personal Care,4679,890100000167
168,Daily Milk Maize 1877g,Grains & Rice,3606,890100000168
169,Daily Milk Detergent 1079g,Household,854,890100000169
170,Sunflower Dishwashing Liquid 735g,Household,1937,890100000170
171,Chase Up Lotion 1316g,Personal Care,3549,890100000171
172,Sunflower Basmati Rice 882g,Grains & Rice,4843,890100000172
173,Gujranwala Nuts 1122g,Snacks,353,890100000173
174,Happy Farm Chocolate 1195g,Snacks,1080,890100000174
175,Gujranwala Basmati Rice 1154g,Grains & Rice,4644,890100000175
176,Happy Farm Basmati Rice 1520g,Grains & Rice,4711,890100000176
177,Happy Farm Tea 999ml,Beverages,2722,890100000177
178,Gujranwala Cleaning Powder 1089g,Household,2288,890100000178
179,Dairy Fresh Corn Flour 1297g,Grains & Rice,2347,890100000179
180,Gujranwala Cheese 564ml,Dairy,1484,890100000180
181,Daily Milk Nuts 850g,Snacks,2690,890100000181
182,Chase Up Corn Flour 1311g,Grains & Rice,1717,890100000182
183,Happy Farm Maize 103g,Grains & Rice,106,890100000183
184,Nature's Best Milk Powder 1747ml,Dairy,1224,890100000184
185,Chase Up Detergent 914g,Household,3999,890100000185
186,Nestle Cleaning Powder 1159g,Household,984,890100000186
187,Gujranwala Tea 343ml,Beverages,4507,890100000187
188,Dairy Fresh Nuts 1680g,Snacks,2566,890100000188
189,Gujranwala Yogurt 300ml,Dairy,2708,890100000189
190,Dairy Fresh Hand Wash 367g,Household,4100,890100000190
191,Happy Farm Corn Flour 1501g,Grains & Rice,1116,890100000191
192,Dairy Fresh Milk 755ml,Dairy,1651,890100000192
193,Chase Up Milk 958ml,Dairy,776,890100000193
194,Sunflower Soap 333g,Household,630,890100000194
195,Dairy Fresh Cleaning Powder 1933g,Household,4432,890100000195
196,Happy Farm Cookies 273g,Snacks,2147,890100000196
197,Nestle Juice 973ml,Beverages,4633,890100000197
198,Daily Milk Basmati Rice 813g,Grains & Rice,3763,890100000198
199,Daily Milk Lotion 736g,Personal Care,2813,890100000199
200,Happy Farm Dishwashing Liquid 1301g,Household,1606,890100000200
201,Dairy Fresh Yogurt 459ml,Dairy,3386,890100000201
202,Nature's Best Milk 1853ml,Dairy,4597,890100000202
203,Chase Up Chocolate 161g,Snacks,3254,890100000203
204,Chase Up Biscuits 285g,Snacks,287,890100000204
205,Chase Up Detergent 412g,Household,1181,890100000205
206,Nature's Best Chocolate 1735g,Snacks,4170,890100000206
207,Happy Farm Biscuits 306g,Snacks,351,890100000207
208,Happy Farm Lotion 1813g,Personal Care,1754,890100000208
209,Dairy Fresh Milk Powder 1922ml,Dairy,3563,890100000209
210,Sunflower Yogurt 1301ml,Dairy,2212,890100000210
211,Nestle Cookies 1750g,Snacks,3812,890100000211
212,Nature's Best Chips 1143g,Snacks,4995,890100000212
213,Nestle Tea 1542ml,Beverages,3154,890100000213
214,Chase Up Cookies 1585g,Snacks,1084,890100000214
215,Happy Farm Nuts 217g,Snacks,3955,890100000215
216,Chase Up Juice 867ml,Beverages,4186,890100000216
217,Daily Milk Oats 470g,Grains & Rice,4360,890100000217
218,Happy Farm Tea 1320ml,Beverages,2705,890100000218
219,Nestle Nuts 1844g,Snacks,302,890100000219
220,Dairy Fresh Soap 1044g,Personal Care,1229,890100000220
221,Nature's Best Wheat Flour 1827g,Grains & Rice,1168,890100000221
222,Gujranwala Butter 1359ml,Dairy,4838,890100000222
223,Gujranwala Corn Flour 1094g,Grains & Rice,1610,890100000223
224,Gujranwala Butter 1526ml,Dairy,2127,890100000224
225,Nestle Nuts 1715g,Snacks,1451,890100000225
226,Chase Up Cleaning Powder 1564g,Household,1816,890100000226
227,Nature's Best Shampoo 724g,Personal Care,3308,890100000227
228,Nestle Milk Powder 576ml,Dairy,380,890100000228
229,Daily Milk Milk Powder 1410ml,Dairy,3405,890100000229
230,Chase Up Milk 823ml,Dairy,1700,890100000230
231,Gujranwala Oats 411g,Grains & Rice,1272,890100000231
232,Nature's Best Hand Wash 1409g,Household,1592,890100000232
233,Sunflower Tea 1646ml,Beverages,3937,890100000233
234,Daily Milk Maize 1585g,Grains & Rice,2141,890100000234
235,Nestle Corn Flour 1858g,Grains & Rice,1444,890100000235
236,Dairy Fresh Chocolate 892g,Snacks,1256,890100000236
237,Gujranwala Soap 324g,Personal Care,4160,890100000237
238,Dairy Fresh Detergent 1357g,Household,2909,890100000238
239,Sunflower Coffee 762ml,Beverages,4559,890100000239
240,Nature's Best Energy Drink 1969ml,Beverages,4376,890100000240
241,Happy Farm Detergent 1334g,Household,2445,890100000241
242,Daily Milk Juice 126ml,Beverages,2372,890100000242
243,Daily Milk Toothpaste 390g,Personal Care,2779,890100000243
244,Daily Milk Biscuits 198g,Snacks,4561,890100000244
245,Nature's Best Milk Powder 1142ml,Dairy,3921,890100000245
246,Gujranwala Cleaning Powder 678g,Household,2370,890100000246
247,Gujranwala Chips 1521g,Snacks,4903,890100000247
248,Dairy Fresh Biscuits 369g,Snacks,1451,890100000248
249,Nature's Best Cheese 1213ml,Dairy,2140,890100000249
250,Daily Milk Shampoo 534g,Personal Care,2564,890100000250
251,Nature's Best Nuts 1168g,Snacks,1055,890100000251
252,Sunflower Shampoo 660g,Personal Care,1844,890100000252
253,Sunflower Oats 293g,Grains & Rice,577,890100000253
254,Nestle Soap 443g,Personal Care,4311,890100000254
255,Chase Up Sanitizer 1612g,Personal Care,687,890100000255
256,Nature's Best Butter 1127ml,Dairy,3703,890100000256
257,Dairy Fresh Soap 1671g,Household,1078,890100000257
258,Nature's Best Corn Flour 870g,Grains & Rice,563,890100000258
259,Dairy Fresh Soft Drink 662ml,Beverages,2235,890100000259
260,Sunflower Toothpaste 1060g,Personal Care,1811,890100000260
261,Chase Up Basmati Rice 791g,Grains & Rice,4357,890100000261
262,Nature's Best Biscuits 1403g,Snacks,3726,890100000262
263,Gujranwala Corn Flour 409g,Grains & Rice,3568,890100000263
264,Happy Farm Nuts 1729g,Snacks,1092,890100000264
265,Nestle Corn Flour 1959g,Grains & Rice,1097,890100000265
266,Gujranwala Energy Drink 1797ml,Beverages,690,890100000266
267,Daily Milk Corn Flour 1206g,Grains & Rice,4247,890100000267
268,Nature's Best Detergent 289g,Household,4369,890100000268
269,Gujranwala Biscuits 1275g,Snacks,2505,890100000269
270,Gujranwala Toothpaste 954g,Personal Care,3389,890100000270
271,Nestle Lotion 1672g,Personal Care,478,890100000271
272,Sunflower Maize 1733g,Grains & Rice,2371,890100000272
273,Sunflower Juice 1176ml,Beverages,1698,890100000273
274,Sunflower Tea 1464ml,Beverages,118,890100000274
275,Nature's Best Soft Drink 1806ml,Beverages,217,890100000275
276,Sunflower Milk 1218ml,Dairy,4338,890100000276
277,Gujranwala Milk Powder 1805ml,Dairy,2554,890100000277
278,Daily Milk Cheese 1059ml,Dairy,3306,890100000278
279,Daily Milk Soft Drink 1998ml,Beverages,1414,890100000279
280,Gujranwala Soap 1265g,Personal Care,4519,890100000280
281,Sunflower Toothpaste 1249g,Personal Care,3180,890100000281
282,Chase Up Coffee 295ml,Beverages,1005,890100000282
283,Gujranwala Lotion 1947g,Personal Care,2853,890100000283
284,Gujranwala Toothpaste 879g,Personal Care,4254,890100000284
285,Chase Up Cheese 1272ml,Dairy,354,890100000285
286,Happy Farm Juice 1799ml,Beverages,2985,890100000286
287,Nestle Corn Flour 1926g,Grains & Rice,2621,890100000287
288,Nestle Toothpaste 1224g,Personal Care,3714,890100000288
289,Gujranwala Chocolate 379g,Snacks,4071,890100000289
290,Nestle Cleaning Powder 1858g,Household,2259,890100000290
291,Gujranwala Juice 104ml,Beverages,4769,890100000291
292,Happy Farm Juice 1577ml,Beverages,2489,890100000292
293,Happy Farm Yogurt 774ml,Dairy,2266,890100000293
294,Sunflower Corn Flour 1144g,Grains & Rice,2617,890100000294
295,Happy Farm Nuts 141g,Snacks,1207,890100000295
296,Gujranwala Basmati Rice 943g,Grains & Rice,4729,890100000296
297,Gujranwala Chips 1995g,Snacks,1729,890100000297
298,Dairy Fresh Maize 1566g,Grains & Rice,3218,890100000298
299,Daily Milk Milk 459ml,Dairy,4350,890100000299
300,Nestle Lotion 1469g,Personal Care,2702,890100000300
301,Dairy Fresh Soft Drink 1411ml,Beverages,2106,890100000301
302,Dairy Fresh Cheese 252ml,Dairy,162,890100000302
303,Dairy Fresh Sanitizer 1278g,Personal Care,3980,890100000303
304,Gujranwala Lotion 916g,Personal Care,706,890100000304
305,Gujranwala Butter 662ml,Dairy,515,890100000305
306,Dairy Fresh Wheat Flour 1279g,Grains & Rice,579,890100000306
307,Daily Milk Shampoo 1313g,Personal Care,2608,890100000307
308,Gujranwala Cleaning Powder 1672g,Household,3090,890100000308
309,Chase Up Corn Flour 1730g,Grains & Rice,3179,890100000309
310,Nestle Milk Powder 1742ml,Dairy,4321,890100000310
311,Nature's Best Detergent 1909g,Household,3980,890100000311
312,Nature's Best Biscuits 860g,Snacks,1230,890100000312
313,Nestle Butter 195ml,Dairy,2281,890100000313
314,Nature's Best Soap 423g,Household,3706,890100000314
315,Gujranwala Detergent 365g,Household,1344,890100000315
316,Happy Farm Milk 629ml,Dairy,1131,890100000316
317,Happy Farm Nuts 763g,Snacks,3680,890100000317
318,Dairy Fresh Soap 830g,Household,4489,890100000318
319,Chase Up Toothpaste 543g,Personal Care,3784,890100000319
320,Sunflower Corn Flour 410g,Grains & Rice,2752,890100000320
321,Gujranwala Milk 809ml,Dairy,2450,890100000321
322,Nature's Best Butter 888ml,Dairy,2334,890100000322
323,Chase Up Maize 1584g,Grains & Rice,3156,890100000323
324,Nestle Juice 398ml,Beverages,223,890100000324
325,Nestle Energy Drink 778ml,Beverages,180,890100000325
326,Daily Milk Biscuits 983g,Snacks,4901,890100000326
327,Happy Farm Soap 233g,Personal Care,1735,890100000327
328,Chase Up Biscuits 490g,Snacks,4204,890100000328
329,Nestle Hand Wash 1351g,Household,2780,890100000329
330,Nature's Best Cookies 628g,Snacks,4826,890100000330
331,Daily Milk Cleaning Powder 136g,Household,2856,890100000331
332,Happy Farm Nuts 1786g,Snacks,3475,890100000332
333,Nestle Shampoo 741g,Personal Care,1435,890100000333
334,Sunflower Wheat Flour 999g,Grains & Rice,3126,890100000334
335,Gujranwala Toothpaste 671g,Personal Care,4314,890100000335
336,Chase Up Hand Wash 138g,Household,2757,890100000336
337,Gujranwala Oats 200g,Grains & Rice,4923,890100000337
338,Gujranwala Chocolate 577g,Snacks,4455,890100000338
339,Nestle Butter 1496ml,Dairy,1420,890100000339
340,Gujranwala Cleaning Powder 188g,Household,1313,890100000340
341,Happy Farm Hand Wash 409g,Household,107,890100000341
342,Nestle Soap 1523g,Personal Care,840,890100000342
343,Nestle Soap 456g,Household,4856,890100000343
344,Nestle Biscuits 1139g,Snacks,1132,890100000344
345,Nestle Lotion 478g,Personal Care,261,890100000345
346,Chase Up Detergent 1389g,Household,2374,890100000346
347,Gujranwala Energy Drink 1650ml,Beverages,2839,890100000347
348,Chase Up Detergent 700g,Household,3400,890100000348
349,Daily Milk Soap 570g,Household,3857,890100000349
350,Gujranwala Coffee 497ml,Beverages,4886,890100000350
351,Sunflower Milk Powder 712ml,Dairy,2284,890100000351
352,Gujranwala Tea 1913ml,Beverages,3650,890100000352
353,Sunflower Lotion 663g,Personal Care,3604,890100000353
354,Nature's Best Cleaning Powder 1095g,Household,1972,890100000354
355,Gujranwala Detergent 908g,Household,1309,890100000355
356,Gujranwala Hand Wash 1522g,Household,4947,890100000356
357,Happy Farm Dishwashing Liquid 1889g,Household,395,890100000357
358,Gujranwala Corn Flour 604g,Grains & Rice,3405,890100000358
359,Daily Milk Butter 963ml,Dairy,1418,890100000359
360,Daily Milk Lotion 539g,Personal Care,3011,890100000360
361,Dairy Fresh Maize 1340g,Grains & Rice,2245,890100000361
362,Gujranwala Hand Wash 523g,Household,4445,890100000362
363,Gujranwala Chips 1687g,Snacks,1060,890100000363
364,Chase Up Cleaning Powder 216g,Household,3720,890100000364
365,Dairy Fresh Nuts 928g,Snacks,4168,890100000365
366,Chase Up Lotion 855g,Personal Care,2737,890100000366
367,Happy Farm Milk Powder 1646ml,Dairy,1612,890100000367
368,Dairy Fresh Dishwashing Liquid 185g,Household,82,890100000368
369,Dairy Fresh Soft Drink 520ml,Beverages,1043,890100000369
370,Sunflower Biscuits 293g,Snacks,3802,890100000370
371,Nestle Cheese 968ml,Dairy,4729,890100000371
372,Nature's Best Toothpaste 1569g,Personal Care,399,890100000372
373,Dairy Fresh Maize 1556g,Grains & Rice,1904,890100000373
374,Happy Farm Shampoo 1421g,Personal Care,902,890100000374
375,Nestle Soft Drink 1437ml,Beverages,1866,890100000375
376,Nature's Best Juice 1595ml,Beverages,711,890100000376
377,Happy Farm Detergent 1190g,Household,996,890100000377
378,Chase Up Butter 1300ml,Dairy,4400,890100000378
379,Daily Milk Detergent 709g,Household,4445,890100000379
380,Gujranwala Sanitizer 628g,Personal Care,534,890100000380
381,Happy Farm Lotion 409g,Personal Care,1573,890100000381
382,Happy Farm Soap 614g,Household,2394,890100000382
383,Daily Milk Maize 529g,Grains & Rice,1107,890100000383
384,Gujranwala Soft Drink 153ml,Beverages,101,890100000384
385,Daily Milk Chocolate 764g,Snacks,3966,890100000385
386,Chase Up Cheese 557ml,Dairy,3843,890100000386
387,Daily Milk Juice 109ml,Beverages,3019,890100000387
388,Nestle Milk 650ml,Dairy,1840,890100000388
389,Gujranwala Yogurt 1915ml,Dairy,3402,890100000389
390,Chase Up Shampoo 1536g,Personal Care,3856,890100000390
391,Nature's Best Oats 1260g,Grains & Rice,2284,890100000391
392,Chase Up Lotion 777g,Personal Care,2645,890100000392
393,Dairy Fresh Milk Powder 324ml,Dairy,2709,890100000393
394,Gujranwala Maize 682g,Grains & Rice,4944,890100000394
395,Daily Milk Juice 1848ml,Beverages,4935,890100000395
396,Daily Milk Yogurt 921ml,Dairy,4277,890100000396
397,Daily Milk Hand Wash 1845g,Household,4209,890100000397
398,Chase Up Maize 1053g,Grains & Rice,1736,890100000398
399,Nestle Maize 1004g,Grains & Rice,2232,890100000399
400,Daily Milk Corn Flour 1938g,Grains & Rice,2969,890100000400
401,Daily Milk Cheese 1541ml,Dairy,2495,890100000401
402,Gujranwala Nuts 641g,Snacks,4337,890100000402
403,Sunflower Dishwashing Liquid 1067g,Household,2571,890100000403
404,Sunflower Soft Drink 1833ml,Beverages,367,890100000404
405,Sunflower Hand Wash 1870g,Household,881,890100000405
406,Nature's Best Chocolate 1865g,Snacks,1529,890100000406
407,Dairy Fresh Basmati Rice 670g,Grains & Rice,225,890100000407
408,Sunflower Corn Flour 1218g,Grains & Rice,4910,890100000408
409,Happy Farm Cheese 145ml,Dairy,3268,890100000409
410,Chase Up Soft Drink 474ml,Beverages,1429,890100000410
411,Sunflower Maize 1518g,Grains & Rice,3468,890100000411
412,Nestle Chips 1466g,Snacks,418,890100000412
413,Gujranwala Sanitizer 1200g,Personal Care,737,890100000413
414,Chase Up Milk Powder 1563ml,Dairy,2244,890100000414
415,Daily Milk Chips 1014g,Snacks,2248,890100000415
416,Daily Milk Cookies 896g,Snacks,4411,890100000416
417,Sunflower Corn Flour 636g,Grains & Rice,1176,890100000417
418,Gujranwala Cheese 623ml,Dairy,2154,890100000418
419,Nestle Yogurt 1448ml,Dairy,1781,890100000419
420,Chase Up Corn Flour 570g,Grains & Rice,4062,890100000420
421,Nature's Best Detergent 1116g,Household,4524,890100000421
422,Nestle Soft Drink 1147ml,Beverages,3873,890100000422
423,Daily Milk Energy Drink 449ml,Beverages,4919,890100000423
424,Dairy Fresh Soap 1165g,Household,1835,890100000424
425,Nestle Cookies 426g,Snacks,4087,890100000425
426,Nature's Best Hand Wash 1619g,Household,426,890100000426
427,Sunflower Toothpaste 1196g,Personal Care,3981,890100000427
428,Dairy Fresh Dishwashing Liquid 398g,Household,4349,890100000428
429,Nature's Best Soft Drink 1343ml,Beverages,3024,890100000429
430,Happy Farm Toothpaste 579g,Personal Care,3388,890100000430
431,Dairy Fresh Milk Powder 617ml,Dairy,1875,890100000431
432,Gujranwala Sanitizer 817g,Personal Care,2549,890100000432
433,Happy Farm Milk Powder 584ml,Dairy,3967,890100000433
434,Nestle Toothpaste 1220g,Personal Care,2473,890100000434
435,Happy Farm Butter 1203ml,Dairy,185,890100000435
436,Dairy Fresh Shampoo 791g,Personal Care,2179,890100000436
437,Happy Farm Maize 291g,Grains & Rice,4316,890100000437
438,Daily Milk Shampoo 1061g,Personal Care,2397,890100000438
439,Sunflower Tea 145ml,Beverages,942,890100000439
440,Daily Milk Detergent 284g,Household,4082,890100000440
441,Nestle Lotion 331g,Personal Care,2103,890100000441
442,Dairy Fresh Coffee 1211ml,Beverages,3347,890100000442
443,Chase Up Oats 1347g,Grains & Rice,2697,890100000443
444,Nestle Maize 1729g,Grains & Rice,2866,890100000444
445,Daily Milk Yogurt 1670ml,Dairy,2389,890100000445
446,Nestle Milk 1987ml,Dairy,911,890100000446
447,Nestle Soft Drink 574ml,Beverages,2405,890100000447
448,Happy Farm Basmati Rice 1159g,Grains & Rice,618,890100000448
449,Happy Farm Nuts 241g,Snacks,1875,890100000449
450,Nestle Maize 1444g,Grains & Rice,4652,890100000450
451,Daily Milk Soap 693g,Personal Care,3598,890100000451
452,Dairy Fresh Cheese 860ml,Dairy,2154,890100000452
453,Chase Up Soap 1272g,Personal Care,129,890100000453
454,Happy Farm Yogurt 1010ml,Dairy,1551,890100000454
455,Happy Farm Detergent 1737g,Household,2955,890100000455
456,Sunflower Detergent 1019g,Household,4076,890100000456
457,Chase Up Coffee 1110ml,Beverages,2414,890100000457
